"","Taxa","Batch","Date","Peak_Area","Peak_Area_SD","n"
"1","Sph","0.5","-53","2.59791482269753","1.60106313453426","6"
"2","Sph","1","-36","5.01472561835094","3.20177689966303","36"
"3","Sph","1.5","-19","5.37415562849836","2.80890960241286","24"
"4","Sph","2","-2","4.02439125548833","2.69037699441789","46"
"5","Sph","2.5","14","3.44271724065543","2.02997469803052","17"
"6","Sph","3","31","3.65773269910258","2.87177843078793","33"
"7","Sph","3.5","48","2.94007258457105","1.51334327603778","14"
"8","Sph","4","65","2.57493043180033","1.95305250176443","35"
"9","Sph","4.5","82","2.91329643318708","1.61067250311666","21"
"10","Sph","5","99","2.43948602535432","1.36064306076487","36"
"11","Sph","5.5","114","4.23344595360999","2.64697370638319","22"
"12","Sph","6","129","2.43393929836946","1.88866804234528","34"
"13","Sph","6.5","145","2.45077717139065","2.26668077827212","12"
"14","Sph","7","167","3.00927517578045","2.70785706948574","33"
"15","Sph","7.5","187","3.83610307373855","2.99153020645107","21"
"16","Sph","8","207","5.13900668762358","2.87501753124173","38"
"17","Sph","8.5","232","2.74363270656729","1.68365435766296","19"
"18","Sph","9","257","5.76140811963014","3.16664105562182","41"
"19","Sph","9.5","279","3.73587408894265","2.27760481708786","22"
"20","Sph","10","295","8.78795426502511","2.41046642134714","40"
"21","Sph","10.5","311","5.12560766789151","2.60347335230583","22"
"22","Sph","11","326","4.38474200805073","1.96310584888441","44"
"23","Sph","11.5","340","4.48545939938402","3.01105618522491","22"
"24","Sph","12","354","6.31826591998156","2.17717775477895","56"
"25","Sph","12.5","371","4.11106862985639","1.90678053022151","22"
"26","Sph","13","388","6.61230041006472","2.41057363743222","74"
"27","Sph","13.5","409","3.62254537788723","2.02753367593212","21"
"28","Sph","14","430","6.65378108044148","2.50219095244141","65"
"29","Sph","14.5","449","4.64342777057176","1.84159438355777","21"
"30","Sph","15","468","5.16870230246677","3.13340477427761","39"
"31","Sph","15.5","479","4.52197966093329","1.63973323537698","21"
"32","Sph","16","490","5.07085977199281","2.42747814933985","63"
"33","Sph","17","511","7.99100320137914","2.67379604372431","33"
"34","Sph","18","534","6.32947014508631","2.73633601009469","42"
"35","Sph","19","559","7.99958409595132","2.04617321231723","30"
"36","Sph","20","584","8.23659158567202","1.88396404284836","19"
"37","Sph","21","601","5.89579449391705","2.81270370585428","21"
"38","Sph","22","619","6.96954406731089","2.64670930897123","24"
"39","Sph","23","637","7.18997911557339","3.04191637325361","28"
"40","Sph","24","652","5.10850684081073","2.63644316788353","23"
"41","Sph","25","666","7.02033928736362","1.93146631820958","35"
"42","Sph","26","681","8.55972255225712","1.65614678048085","24"
"43","Sph","27","697","6.45756476658213","2.50838450205692","31"
"44","Sph","28","714","7.60538408267898","1.73440857834639","23"
"45","Sph","29","732","8.04108899304748","1.81587237680318","22"
"46","Sph","30","749","6.97264086705469","1.80410852976706","27"
"47","Sph","31","757","6.43643338164361","2.31834154013955","25"
"48","Sph","32","765","3.93204581864721","2.65918934436562","18"
"49","Sph","33","772","6.39209565281985","2.7654889788058","26"
"50","Sph","34","779","6.37932468408947","2.44817691942747","17"
"51","Sph","35","787","8.42807937503301","1.86922742324965","24"
"52","Sph","36","795","7.36346626326344","3.04389651194166","23"
"53","Sph","37","804","8.09538038331955","2.50392765394329","26"
"54","Sph","38","814","7.15187761773888","2.62575630544934","27"
"55","Sph","39","823","7.98026801746702","2.54153185206202","27"
"56","Sph","40","831","8.2596677778705","1.6527935319029","25"
"57","Sph","41","839","7.52711517868084","2.05238219079142","32"
"58","Sph","42","847","5.80114114371813","3.30227450565072","26"
"59","Sph","43","856","5.50580251387435","2.8568081111551","27"
"60","Sph","44","864","6.20523577837872","2.78204663117021","31"
"61","Sph","45","872","6.12492776917042","1.86915465089873","36"
"62","Sph","46","882","5.62978436635579","2.16001936320626","19"
"63","Sph","47","891","4.56158042700718","2.31666864856579","35"
"64","Sph","48","900","6.56370192284375","3.10942635928419","27"
"65","Sph","49","908","7.05712276490991","2.82279944491748","27"
"66","Sph","50","917","6.74333950179639","2.72987142976099","30"
"67","Sph","51","929","6.42142820838616","2.97364029002198","28"
"68","Sph","52","940","6.55996095940286","2.89244083503494","32"
"69","Sph","53","952","7.18591193045975","2.94358469743591","36"
"70","Sph","54","964","6.95479894906636","3.45419793588836","33"
"71","Sph","55","975","7.48591666452117","2.74090472207423","25"
"72","Sph","56","987","6.15714221395014","2.34865002466604","32"
"73","Sph","57","1000","6.49601360572381","2.12674799479772","33"
"74","Sph","58","1013","7.08603277067056","2.5967677787567","27"
"75","Sph","59","1026","7.52447794988877","3.24611793693105","34"
"76","Sph","60","1039","8.14685703782264","2.07149251661458","41"
"77","Sph","61","1051","7.71204924527909","2.1794811712748","34"
"78","Sph","62","1066","5.76905044759726","2.33720797572896","31"
"79","Sph","63","1081","8.15930229138574","1.94584623365074","35"
"80","Sph","64","1096","7.63835666771758","1.16293112566568","19"
"81","Sph","65","1109","7.52685991680057","1.67972532468865","29"
"82","Sph","66","1127","5.5602587146801","3.18445864545642","24"
"83","Sph","67","1147","8.12988123952659","2.17250045708046","29"
"84","Sph","68","1165","5.89248259122149","2.02356485211496","23"
"85","Sph","69","1180","4.07085639538707","2.51219433447984","14"
"86","Sph","70","1195","4.47932293945186","2.24857404966678","22"
"87","Sph","71","1216","4.34976551697359","2.81999655963485","23"
"88","Sph","72","1236","6.64194682834604","2.0009494994739","33"
"89","Sph","73","1255","4.85311871526071","2.12634555316989","29"
"90","Sph","74","1275","4.71667280568999","2.41290168583165","28"
"91","Sph","75","1294","5.301197797636","2.33583180840619","25"
"92","Sph","76","1312","4.68911052981896","1.66970358383912","35"
"93","Sph","77","1331","3.43254706739864","1.56789675324701","23"
"94","Sph","78","1351","4.61442737666942","1.57055663190584","29"
"95","Sph","79","1371","5.11883151141636","3.06811253536773","19"
"96","Sph","80","1391","7.09565174170164","2.65486303973027","22"
"97","Sph","81","1409","4.33124242724803","2.67016677498764","19"
"98","Sph","82","1429","7.53661947992179","2.39929760729784","29"
"99","Sph","83","1451","6.36496699892464","2.28976644000538","29"
"100","Sph","84","1472","7.271165380406","2.13461768899507","18"
"101","Sph","85","1492","6.48082202955239","1.93530575358572","9"
"102","Sph","86","1512","5.70560767094525","2.18527187548155","26"
"103","Sph","87","1532","7.15482596417036","3.45115457348521","32"
"104","Sph","88","1553","5.4321118824107","2.56685713396444","37"
"105","Sph","89","1572","6.66980641047167","2.99640412909978","25"
"106","Sph","90","1589","7.81072453011425","2.66344911339466","25"
"107","Sph","91","1612","7.54528399569544","2.17204621448089","25"
"108","Sph","92","1633","7.12054849942017","2.8657093037375","23"
"109","Sph","93","1656","7.71112157605613","2.20984258836611","28"
"110","Sph","94","1680","7.53369484950829","1.73452438942198","27"
"111","Sph","95","1700","6.20527928846135","2.75070916948508","28"
"112","Sph","96","1719","8.66204605888471","1.30287180612961","33"
"113","Sph","97","1737","6.66513027685695","2.76960434467576","25"
"114","Sph","98","1757","7.0902927335859","2.98933700878803","29"
"115","Sph","99","1777","7.35439497341804","2.32276682836533","29"
"116","Sph","100","1798","8.68249005560902","3.09297634114451","30"
"117","Sph","101","1818","8.30594388360401","1.54302399155815","26"
"118","Sph","102","1839","7.07106761455848","2.77690381691913","26"
"119","Sph","103","1860","7.67797561029533","2.48038602178954","40"
"120","Sph","104","1878","8.57555831596295","1.96532219419934","38"
"121","Sph","105","1896","7.98525543394089","2.13001444792059","26"
"122","Sph","106","1918","6.617034617194","2.61271604956926","31"
"123","Sph","107","1941","8.29698502853011","2.16979796204758","29"
"124","Sph","108","1964","7.87321524861752","2.32277192279151","20"
"125","Sph","109","1985","6.08831600432194","2.62497502963599","23"
"126","Sph","110","2008","4.61421017207382","3.30459962024464","18"
"127","Sph","111","2029","5.60694819014792","2.64246296346072","26"
"128","Sph","112","2051","5.41398401804522","3.30541497828824","24"
"129","Sph","113","2074","7.60118200857749","2.79084152921692","30"
"130","Sph","114","2095","6.32840095827005","3.2228602550012","31"
