"","Type","Flora","Batch"
"1993","HM20","S",22
"1994","HM20","S",22
"1995","HM20","S",22
"1996","HM20","S",22
"1997","HM20","S",22
"1998","HM20","S",22
"1999","HM20","S",22
"2000","HM20","S",22
"2001","HM20","S",22
"2002","HM20","S",22
"2003","HM20","S",22
"2004","HM20","S",22
"2005","HM20","S",22
"2006","HM20","S",22
"2007","HM20","S",22
"2008","HM20","S",22
"2009","HM20","S",22
"2010","HM20","S",22
"2011","HM20","S",22
"2012","HM20","S",22
"2013","HM20","S",22
"2014","HM20","S",22
"2015","HM20","S",22
"2016","HM20","S",23
"2017","HM20","S",23
"2018","HM20","S",23
"2019","HM20","S",23
"2020","HM20","S",23
"2021","HM20","S",23
"2022","HM20","S",23
"2023","HM20","S",23
"2024","HM20","S",23
"2025","HM20","S",23
"2026","HM20","S",23
"2027","HM20","S",23
"2028","HM20","S",23
"2029","HM20","S",23
"2030","HM20","S",23
"2031","HM20","S",23
"2032","HM20","S",23
"2033","HM20","S",23
"2034","HM20","S",23
"2035","HM20","S",23
"2036","HM20","S",23
"2038","HM20","S",23
"2039","HM20","S",23
"2040","HM20","S",23
"2041","HM20","S",23
"2042","HM20","S",23
"2043","HM20","S",23
"2044","HM20","S",23
"2045","HM20","S",24
"2046","HM20","S",24
"2047","HM20","S",24
"2048","HM20","S",24
"2049","HM20","S",24
"2050","HM20","S",24
"2051","HM20","S",24
"2052","HM20","S",24
"2053","HM20","S",24
"2054","HM20","S",24
"2055","HM20","S",24
"2056","HM20","S",24
"2057","HM20","S",24
"2058","HM20","S",24
"2059","HM20","S",24
"2060","HM20","S",24
"2061","HM20","S",24
"2062","HM20","S",24
"2063","HM20","S",24
"2064","HM20","S",24
"2065","HM20","S",24
"2066","HM20","S",24
"2067","HM20","S",24
"2069","HM20","S",25
"2070","HM20","S",25
"2071","HM20","S",25
"2072","HM20","S",25
"2073","HM20","S",25
"2074","HM20","S",25
"2075","HM20","S",25
"2076","HM20","S",25
"2077","HM20","S",25
"2078","HM20","S",25
"2079","HM20","S",25
"2080","HM20","S",25
"2081","HM20","S",25
"2082","HM20","S",25
"2083","HM20","S",25
"2084","HM20","S",25
"2085","HM20","S",25
"2086","HM20","S",25
"2087","HM20","S",25
"2089","HM20","S",25
"2090","HM20","S",25
"2091","HM20","S",25
"2092","HM20","S",25
"2093","HM20","S",25
"2094","HM20","S",25
"2095","HM20","S",25
"2096","HM20","S",25
"2097","HM20","S",25
"2098","HM20","S",25
"2099","HM20","S",25
"2100","HM20","S",25
"2101","HM20","S",25
"2102","HM20","S",25
"2103","HM20","S",25
"2104","HM20","S",25
"2105","HM20","S",26
"2106","HM20","S",26
"2107","HM20","S",26
"2108","HM20","S",26
"2109","HM20","S",26
"2110","HM20","S",26
"2111","HM20","S",26
"2112","HM20","S",26
"2113","HM20","S",26
"2114","HM20","S",26
"2115","HM20","S",26
"2116","HM20","S",26
"2117","HM20","S",26
"2118","HM20","S",26
"2119","HM20","S",26
"2120","HM20","S",26
"2121","HM20","S",26
"2122","HM20","S",26
"2123","HM20","S",26
"2124","HM20","S",26
"2125","HM20","S",26
"2126","HM20","S",26
"2127","HM20","S",26
"2128","HM20","S",26
"2129","HM20","S",27
"2130","HM20","S",27
"2131","HM20","S",27
"2132","HM20","S",27
"2135","HM20","S",27
"2136","HM20","S",27
"2137","HM20","S",27
"2138","HM20","S",27
"2139","HM20","S",27
"2140","HM20","S",27
"2141","HM20","S",27
"2142","HM20","S",27
"2143","HM20","S",27
"2144","HM20","S",27
"2145","HM20","S",27
"2146","HM20","S",27
"2147","HM20","S",27
"2148","HM20","S",27
"2149","HM20","S",27
"2150","HM20","S",27
"2152","HM20","S",27
"2153","HM20","S",27
"2154","HM20","S",27
"2155","HM20","S",27
"2156","HM20","S",27
"2157","HM20","S",27
"2158","HM20","S",27
"2159","HM20","S",27
"2160","HM20","S",27
"2161","HM20","S",27
"2162","HM20","S",27
"2163","HM20","S",28
"2164","HM20","S",28
"2165","HM20","S",28
"2166","HM20","S",28
"2167","HM20","S",28
"2168","HM20","S",28
"2169","HM20","S",28
"2170","HM20","S",28
"2171","HM20","S",28
"2172","HM20","S",28
"2173","HM20","S",28
"2174","HM20","S",28
"2175","HM20","S",28
"2176","HM20","S",28
"2177","HM20","S",28
"2178","HM20","S",28
"2179","HM20","S",28
"2180","HM20","S",28
"2181","HM20","S",28
"2182","HM20","S",28
"2183","HM20","S",28
"2184","HM20","S",28
"2185","HM20","S",28
"2186","HM20","S",29
"2187","HM20","S",29
"2188","HM20","S",29
"2189","HM20","S",29
"2190","HM20","S",29
"2191","HM20","S",29
"2192","HM20","S",29
"2193","HM20","S",29
"2194","HM20","S",29
"2195","HM20","S",29
"2196","HM20","S",29
"2197","HM20","S",29
"2198","HM20","S",29
"2199","HM20","S",29
"2200","HM20","S",29
"2201","HM20","S",29
"2202","HM20","S",29
"2204","HM20","S",29
"2205","HM20","S",29
"2206","HM20","S",29
"2207","HM20","S",29
"2208","HM20","S",29
"2226","HM20","S",30
"2227","HM20","S",30
"2228","HM20","S",30
"2229","HM20","S",30
"2230","HM20","S",30
"2231","HM20","S",30
"2232","HM20","S",30
"2233","HM20","S",30
"2234","HM20","S",30
"2235","HM20","S",30
"2236","HM20","S",30
"2237","HM20","S",30
"2238","HM20","S",30
"2239","HM20","S",30
"2240","HM20","S",30
"2241","HM20","S",30
"2242","HM20","S",30
"2243","HM20","S",30
"2244","HM20","S",30
"2245","HM20","S",30
"2246","HM20","S",30
"2247","HM20","S",30
"2248","HM20","S",30
"2249","HM20","S",30
"2250","HM20","S",30
"2251","HM20","S",30
"2252","HM20","S",30
"2253","HM20","S",31
"2254","HM20","S",31
"2255","HM20","S",31
"2256","HM20","S",31
"2257","HM20","S",31
"2258","HM20","S",31
"2259","HM20","S",31
"2260","HM20","S",31
"2261","HM20","S",31
"2263","HM20","S",31
"2264","HM20","S",31
"2265","HM20","S",31
"2266","HM20","S",31
"2267","HM20","S",31
"2268","HM20","S",31
"2269","HM20","S",31
"2270","HM20","S",31
"2271","HM20","S",31
"2272","HM20","S",31
"2273","HM20","S",31
"2274","HM20","S",31
"2275","HM20","S",31
"2276","HM20","S",31
"2277","HM20","S",31
"2278","HM20","S",31
"2280","HM20","S",32
"2282","HM20","S",32
"2283","HM20","S",32
"2284","HM20","S",32
"2286","HM20","S",32
"2287","HM20","S",32
"2288","HM20","S",32
"2289","HM20","S",32
"2290","HM20","S",32
"2291","HM20","S",32
"2292","HM20","S",32
"2293","HM20","S",32
"2294","HM20","S",32
"2295","HM20","S",32
"2296","HM20","S",32
"2297","HM20","S",32
"2298","HM20","S",32
"2299","HM20","S",32
"2300","HM20","S",33
"2301","HM20","S",33
"2302","HM20","S",33
"2303","HM20","S",33
"2304","HM20","S",33
"2305","HM20","S",33
"2306","HM20","S",33
"2307","HM20","S",33
"2308","HM20","S",33
"2309","HM20","S",33
"2310","HM20","S",33
"2311","HM20","S",33
"2312","HM20","S",33
"2313","HM20","S",33
"2314","HM20","S",33
"2315","HM20","S",33
"2316","HM20","S",33
"2317","HM20","S",33
"2318","HM20","S",33
"2319","HM20","S",33
"2320","HM20","S",33
"2321","HM20","S",33
"2322","HM20","S",33
"2323","HM20","S",33
"2324","HM20","S",33
"2325","HM20","S",33
"2326","HM20","S",34
"2327","HM20","S",34
"2328","HM20","S",34
"2329","HM20","S",34
"2331","HM20","S",34
"2332","HM20","S",34
"2333","HM20","S",34
"2334","HM20","S",34
"2335","HM20","S",34
"2336","HM20","S",34
"2337","HM20","S",34
"2338","HM20","S",34
"2339","HM20","S",34
"2340","HM20","S",34
"2341","HM20","S",34
"2342","HM20","S",34
"2343","HM20","S",34
"2344","HM20","S",35
"2345","HM20","S",35
"2346","HM20","S",35
"2347","HM20","S",35
"2348","HM20","S",35
"2349","HM20","S",35
"2350","HM20","S",35
"2351","HM20","S",35
"2352","HM20","S",35
"2353","HM20","S",35
"2354","HM20","S",35
"2355","HM20","S",35
"2356","HM20","S",35
"2357","HM20","S",35
"2358","HM20","S",35
"2359","HM20","S",35
"2360","HM20","S",35
"2361","HM20","S",35
"2362","HM20","S",35
"2363","HM20","S",35
"2364","HM20","S",35
"2365","HM20","S",35
"2366","HM20","S",35
"2367","HM20","S",35
"2368","HM20","S",36
"2369","HM20","S",36
"2370","HM20","S",36
"2371","HM20","S",36
"2372","HM20","S",36
"2373","HM20","S",36
"2374","HM20","S",36
"2375","HM20","S",36
"2376","HM20","S",36
"2377","HM20","S",36
"2378","HM20","S",36
"2379","HM20","S",36
"2380","HM20","S",36
"2381","HM20","S",36
"2382","HM20","S",36
"2383","HM20","S",36
"2384","HM20","S",36
"2385","HM20","S",36
"2386","HM20","S",36
"2387","HM20","S",36
"2388","HM20","S",36
"2389","HM20","S",36
"2390","HM20","S",36
"2391","HM20","S",37
"2392","HM20","S",37
"2393","HM20","S",37
"2394","HM20","S",37
"2395","HM20","S",37
"2396","HM20","S",37
"2397","HM20","S",37
"2398","HM20","S",37
"2399","HM20","S",37
"2400","HM20","S",37
"2401","HM20","S",37
"2402","HM20","S",37
"2403","HM20","S",37
"2404","HM20","S",37
"2405","HM20","S",37
"2406","HM20","S",37
"2407","HM20","S",37
"2408","HM20","S",37
"2409","HM20","S",37
"2410","HM20","S",37
"2411","HM20","S",37
"2412","HM20","S",37
"2413","HM20","S",37
"2414","HM20","S",37
"2415","HM20","S",37
"2416","HM20","S",37
"2418","HM20","S",38
"2419","HM20","S",38
"2420","HM20","S",38
"2421","HM20","S",38
"2422","HM20","S",38
"2423","HM20","S",38
"2424","HM20","S",38
"2425","HM20","S",38
"2426","HM20","S",38
"2427","HM20","S",38
"2428","HM20","S",38
"2429","HM20","S",38
"2430","HM20","S",38
"2431","HM20","S",38
"2432","HM20","S",38
"2433","HM20","S",38
"2434","HM20","S",38
"2435","HM20","S",38
"2436","HM20","S",38
"2437","HM20","S",38
"2438","HM20","S",38
"2439","HM20","S",38
"2440","HM20","S",38
"2441","HM20","S",38
"2442","HM20","S",38
"2443","HM20","S",38
"2444","HM20","S",38
"2445","HM20","S",39
"2446","HM20","S",39
"2447","HM20","S",39
"2448","HM20","S",39
"2449","HM20","S",39
"2450","HM20","S",39
"2451","HM20","S",39
"2452","HM20","S",39
"2453","HM20","S",39
"2454","HM20","S",39
"2455","HM20","S",39
"2456","HM20","S",39
"2457","HM20","S",39
"2458","HM20","S",39
"2459","HM20","S",39
"2460","HM20","S",39
"2461","HM20","S",39
"2462","HM20","S",39
"2463","HM20","S",39
"2464","HM20","S",39
"2465","HM20","S",39
"2466","HM20","S",39
"2467","HM20","S",39
"2468","HM20","S",39
"2469","HM20","S",39
"2470","HM20","S",39
"2471","HM20","S",39
"2492","HM20","S",40
"2493","HM20","S",40
"2494","HM20","S",40
"2495","HM20","S",40
"2496","HM20","S",40
"2497","HM20","S",40
"2498","HM20","S",40
"2499","HM20","S",40
"2500","HM20","S",40
"2501","HM20","S",40
"2502","HM20","S",40
"2503","HM20","S",40
"2504","HM20","S",40
"2505","HM20","S",40
"2506","HM20","S",40
"2507","HM20","S",40
"2508","HM20","S",40
"2509","HM20","S",40
"2510","HM20","S",40
"2511","HM20","S",40
"2512","HM20","S",40
"2513","HM20","S",40
"2514","HM20","S",40
"2515","HM20","S",40
"2516","HM20","S",40
"2517","HM20","S",41
"2518","HM20","S",41
"2519","HM20","S",41
"2520","HM20","S",41
"2521","HM20","S",41
"2522","HM20","S",41
"2523","HM20","S",41
"2524","HM20","S",41
"2525","HM20","S",41
"2526","HM20","S",41
"2527","HM20","S",41
"2528","HM20","S",41
"2529","HM20","S",41
"2530","HM20","S",41
"2531","HM20","S",41
"2532","HM20","S",41
"2533","HM20","S",41
"2534","HM20","S",41
"2535","HM20","S",41
"2536","HM20","S",41
"2537","HM20","S",41
"2538","HM20","S",41
"2539","HM20","S",41
"2540","HM20","S",41
"2541","HM20","S",41
"2542","HM20","S",41
"2543","HM20","S",41
"2544","HM20","S",41
"2545","HM20","S",41
"2546","HM20","S",41
"2547","HM20","S",41
"2548","HM20","S",41
"2549","HM20","S",42
"2550","HM20","S",42
"2551","HM20","S",42
"2552","HM20","S",42
"2553","HM20","S",42
"2554","HM20","S",42
"2555","HM20","S",42
"2556","HM20","S",42
"2557","HM20","S",42
"2558","HM20","S",42
"2559","HM20","S",42
"2560","HM20","S",42
"2561","HM20","S",42
"2562","HM20","S",42
"2563","HM20","S",42
"2564","HM20","S",42
"2565","HM20","S",42
"2566","HM20","S",42
"2567","HM20","S",42
"2568","HM20","S",42
"2569","HM20","S",42
"2570","HM20","S",42
"2571","HM20","S",42
"2572","HM20","S",42
"2574","HM20","S",42
"2575","HM20","S",42
"2577","HM20","S",43
"2578","HM20","S",43
"2579","HM20","S",43
"2580","HM20","S",43
"2581","HM20","S",43
"2582","HM20","S",43
"2583","HM20","S",43
"2584","HM20","S",43
"2585","HM20","S",43
"2586","HM20","S",43
"2587","HM20","S",43
"2588","HM20","S",43
"2589","HM20","S",43
"2591","HM20","S",43
"2592","HM20","S",43
"2593","HM20","S",43
"2594","HM20","S",43
"2595","HM20","S",43
"2596","HM20","S",43
"2597","HM20","S",43
"2598","HM20","S",43
"2599","HM20","S",43
"2600","HM20","S",43
"2601","HM20","S",43
"2602","HM20","S",43
"2603","HM20","S",43
"2604","HM20","S",43
"2605","HM20","S",44
"2606","HM20","S",44
"2607","HM20","S",44
"2608","HM20","S",44
"2609","HM20","S",44
"2611","HM20","S",44
"2612","HM20","S",44
"2614","HM20","S",44
"2615","HM20","S",44
"2616","HM20","S",44
"2617","HM20","S",44
"2618","HM20","S",44
"2619","HM20","S",44
"2620","HM20","S",44
"2621","HM20","S",44
"2622","HM20","S",44
"2623","HM20","S",44
"2624","HM20","S",44
"2625","HM20","S",44
"2626","HM20","S",44
"2627","HM20","S",44
"2628","HM20","S",44
"2629","HM20","S",44
"2630","HM20","S",44
"2631","HM20","S",44
"2632","HM20","S",44
"2633","HM20","S",44
"2634","HM20","S",44
"2635","HM20","S",44
"2636","HM20","S",44
"2637","HM20","S",44
"2638","HM20","S",45
"2639","HM20","S",45
"2640","HM20","S",45
"2641","HM20","S",45
"2642","HM20","S",45
"2643","HM20","S",45
"2644","HM20","S",45
"2645","HM20","S",45
"2646","HM20","S",45
"2647","HM20","S",45
"2648","HM20","S",45
"2649","HM20","S",45
"2650","HM20","S",45
"2651","HM20","S",45
"2652","HM20","S",45
"2653","HM20","S",45
"2654","HM20","S",45
"2655","HM20","S",45
"2656","HM20","S",45
"2657","HM20","S",45
"2658","HM20","S",45
"2659","HM20","S",45
"2660","HM20","S",45
"2661","HM20","S",45
"2662","HM20","S",45
"2663","HM20","S",45
"2664","HM20","S",45
"2665","HM20","S",45
"2666","HM20","S",45
"2667","HM20","S",45
"2668","HM20","S",45
"2669","HM20","S",45
"2670","HM20","S",45
"2671","HM20","S",45
"2672","HM20","S",45
"2673","HM20","S",45
"2674","HM20","S",46
"2675","HM20","S",46
"2676","HM20","S",46
"2677","HM20","S",46
"2678","HM20","S",46
"2679","HM20","S",46
"2680","HM20","S",46
"2681","HM20","S",46
"2682","HM20","S",46
"2684","HM20","S",46
"2685","HM20","S",46
"2686","HM20","S",46
"2687","HM20","S",46
"2688","HM20","S",46
"2689","HM20","S",46
"2690","HM20","S",46
"2691","HM20","S",46
"2692","HM20","S",46
"2693","HM20","S",46
"2694","HM20","S",47
"2695","HM20","S",47
"2696","HM20","S",47
"2697","HM20","S",47
"2698","HM20","S",47
"2699","HM20","S",47
"2700","HM20","S",47
"2701","HM20","S",47
"2702","HM20","S",47
"2703","HM20","S",47
"2704","HM20","S",47
"2705","HM20","S",47
"2706","HM20","S",47
"2707","HM20","S",47
"2708","HM20","S",47
"2709","HM20","S",47
"2710","HM20","S",47
"2711","HM20","S",47
"2712","HM20","S",47
"2713","HM20","S",47
"2714","HM20","S",47
"2715","HM20","S",47
"2716","HM20","S",47
"2717","HM20","S",47
"2718","HM20","S",47
"2719","HM20","S",47
"2720","HM20","S",47
"2721","HM20","S",47
"2722","HM20","S",47
"2723","HM20","S",47
"2724","HM20","S",47
"2725","HM20","S",47
"2726","HM20","S",47
"2727","HM20","S",47
"2728","HM20","S",47
"2729","HM20","S",48
"2730","HM20","S",48
"2731","HM20","S",48
"2732","HM20","S",48
"2733","HM20","S",48
"2734","HM20","S",48
"2735","HM20","S",48
"2736","HM20","S",48
"2737","HM20","S",48
"2738","HM20","S",48
"2739","HM20","S",48
"2740","HM20","S",48
"2741","HM20","S",48
"2742","HM20","S",48
"2743","HM20","S",48
"2744","HM20","S",48
"2745","HM20","S",48
"2746","HM20","S",48
"2747","HM20","S",48
"2748","HM20","S",48
"2749","HM20","S",48
"2750","HM20","S",48
"2751","HM20","S",48
"2752","HM20","S",48
"2753","HM20","S",48
"2754","HM20","S",48
"2755","HM20","S",48
"2756","HM20","S",49
"2757","HM20","S",49
"2758","HM20","S",49
"2759","HM20","S",49
"2760","HM20","S",49
"2761","HM20","S",49
"2762","HM20","S",49
"2763","HM20","S",49
"2764","HM20","S",49
"2765","HM20","S",49
"2766","HM20","S",49
"2767","HM20","S",49
"2768","HM20","S",49
"2769","HM20","S",49
"2770","HM20","S",49
"2772","HM20","S",49
"2773","HM20","S",49
"2774","HM20","S",49
"2775","HM20","S",49
"2776","HM20","S",49
"2777","HM20","S",49
"2778","HM20","S",49
"2779","HM20","S",49
"2780","HM20","S",49
"2781","HM20","S",49
"2782","HM20","S",49
"2783","HM20","S",49
"2803","HM20","S",50
"2804","HM20","S",50
"2805","HM20","S",50
"2806","HM20","S",50
"2807","HM20","S",50
"2808","HM20","S",50
"2809","HM20","S",50
"2810","HM20","S",50
"2811","HM20","S",50
"2812","HM20","S",50
"2813","HM20","S",50
"2814","HM20","S",50
"2815","HM20","S",50
"2816","HM20","S",50
"2817","HM20","S",50
"2819","HM20","S",50
"2820","HM20","S",50
"2821","HM20","S",50
"2822","HM20","S",50
"2823","HM20","S",50
"2824","HM20","S",50
"2825","HM20","S",50
"2826","HM20","S",50
"2827","HM20","S",50
"2828","HM20","S",50
"2829","HM20","S",50
"2830","HM20","S",50
"2831","HM20","S",50
"2832","HM20","S",50
"2833","HM20","S",50
"2834","HM20","S",51
"2835","HM20","S",51
"2836","HM20","S",51
"2837","HM20","S",51
"2838","HM20","S",51
"2839","HM20","S",51
"2840","HM20","S",51
"2841","HM20","S",51
"2842","HM20","S",51
"2843","HM20","S",51
"2844","HM20","S",51
"2845","HM20","S",51
"2846","HM20","S",51
"2847","HM20","S",51
"2848","HM20","S",51
"2849","HM20","S",51
"2850","HM20","S",51
"2851","HM20","S",51
"2852","HM20","S",51
"2853","HM20","S",51
"2854","HM20","S",51
"2855","HM20","S",51
"2856","HM20","S",51
"2857","HM20","S",51
"2858","HM20","S",51
"2859","HM20","S",51
"2860","HM20","S",51
"2861","HM20","S",51
"2862","HM20","S",52
"2863","HM20","S",52
"2864","HM20","S",52
"2865","HM20","S",52
"2866","HM20","S",52
"2867","HM20","S",52
"2868","HM20","S",52
"2869","HM20","S",52
"2870","HM20","S",52
"2871","HM20","S",52
"2872","HM20","S",52
"2873","HM20","S",52
"2874","HM20","S",52
"2875","HM20","S",52
"2876","HM20","S",52
"2877","HM20","S",52
"2878","HM20","S",52
"2879","HM20","S",52
"2880","HM20","S",52
"2881","HM20","S",52
"2882","HM20","S",52
"2883","HM20","S",52
"2884","HM20","S",52
"2885","HM20","S",52
"2886","HM20","S",52
"2887","HM20","S",52
"2888","HM20","S",52
"2889","HM20","S",52
"2890","HM20","S",52
"2891","HM20","S",52
"2892","HM20","S",52
"2893","HM20","S",52
"2894","HM20","S",53
"2895","HM20","S",53
"2896","HM20","S",53
"2897","HM20","S",53
"2898","HM20","S",53
"2899","HM20","S",53
"2900","HM20","S",53
"2901","HM20","S",53
"2902","HM20","S",53
"2903","HM20","S",53
"2904","HM20","S",53
"2905","HM20","S",53
"2906","HM20","S",53
"2907","HM20","S",53
"2908","HM20","S",53
"2909","HM20","S",53
"2910","HM20","S",53
"2911","HM20","S",53
"2912","HM20","S",53
"2913","HM20","S",53
"2914","HM20","S",53
"2915","HM20","S",53
"2916","HM20","S",53
"2917","HM20","S",53
"2918","HM20","S",53
"2919","HM20","S",53
"2920","HM20","S",53
"2921","HM20","S",53
"2922","HM20","S",53
"2923","HM20","S",53
"2924","HM20","S",53
"2925","HM20","S",53
"2926","HM20","S",53
"2927","HM20","S",53
"2928","HM20","S",53
"2929","HM20","S",53
"2930","HM20","S",54
"2931","HM20","S",54
"2932","HM20","S",54
"2933","HM20","S",54
"2934","HM20","S",54
"2935","HM20","S",54
"2936","HM20","S",54
"2937","HM20","S",54
"2938","HM20","S",54
"2939","HM20","S",54
"2940","HM20","S",54
"2941","HM20","S",54
"2942","HM20","S",54
"2943","HM20","S",54
"2944","HM20","S",54
"2945","HM20","S",54
"2946","HM20","S",54
"2947","HM20","S",54
"2948","HM20","S",54
"2949","HM20","S",54
"2950","HM20","S",54
"2951","HM20","S",54
"2952","HM20","S",54
"2953","HM20","S",54
"2954","HM20","S",54
"2955","HM20","S",54
"2956","HM20","S",54
"2957","HM20","S",54
"2958","HM20","S",54
"2959","HM20","S",54
"2960","HM20","S",54
"2961","HM20","S",54
"2962","HM20","S",54
"2963","HM20","S",55
"2964","HM20","S",55
"2965","HM20","S",55
"2966","HM20","S",55
"2967","HM20","S",55
"2968","HM20","S",55
"2969","HM20","S",55
"2970","HM20","S",55
"2971","HM20","S",55
"2972","HM20","S",55
"2973","HM20","S",55
"2974","HM20","S",55
"2975","HM20","S",55
"2976","HM20","S",55
"2977","HM20","S",55
"2978","HM20","S",55
"2979","HM20","S",55
"2980","HM20","S",55
"2981","HM20","S",55
"2982","HM20","S",55
"2983","HM20","S",55
"2984","HM20","S",55
"2985","HM20","S",55
"2986","HM20","S",55
"2987","HM20","S",55
"2988","HM20","S",56
"2989","HM20","S",56
"2990","HM20","S",56
"2991","HM20","S",56
"2992","HM20","S",56
"2993","HM20","S",56
"2994","HM20","S",56
"2995","HM20","S",56
"2996","HM20","S",56
"2997","HM20","S",56
"2998","HM20","S",56
"2999","HM20","S",56
"3000","HM20","S",56
"3001","HM20","S",56
"3002","HM20","S",56
"3003","HM20","S",56
"3004","HM20","S",56
"3005","HM20","S",56
"3006","HM20","S",56
"3007","HM20","S",56
"3008","HM20","S",56
"3009","HM20","S",56
"3010","HM20","S",56
"3011","HM20","S",56
"3012","HM20","S",56
"3013","HM20","S",56
"3014","HM20","S",56
"3015","HM20","S",56
"3016","HM20","S",56
"3017","HM20","S",56
"3018","HM20","S",56
"3019","HM20","S",56
"3020","HM20","S",57
"3021","HM20","S",57
"3022","HM20","S",57
"3023","HM20","S",57
"3024","HM20","S",57
"3025","HM20","S",57
"3026","HM20","S",57
"3027","HM20","S",57
"3028","HM20","S",57
"3029","HM20","S",57
"3030","HM20","S",57
"3031","HM20","S",57
"3032","HM20","S",57
"3033","HM20","S",57
"3034","HM20","S",57
"3035","HM20","S",57
"3036","HM20","S",57
"3037","HM20","S",57
"3038","HM20","S",57
"3039","HM20","S",57
"3040","HM20","S",57
"3041","HM20","S",57
"3042","HM20","S",57
"3043","HM20","S",57
"3044","HM20","S",57
"3045","HM20","S",57
"3046","HM20","S",57
"3047","HM20","S",57
"3048","HM20","S",57
"3049","HM20","S",57
"3050","HM20","S",57
"3051","HM20","S",57
"3052","HM20","S",57
"3053","HM20","S",58
"3054","HM20","S",58
"3055","HM20","S",58
"3056","HM20","S",58
"3057","HM20","S",58
"3058","HM20","S",58
"3059","HM20","S",58
"3060","HM20","S",58
"3061","HM20","S",58
"3062","HM20","S",58
"3063","HM20","S",58
"3064","HM20","S",58
"3065","HM20","S",58
"3066","HM20","S",58
"3067","HM20","S",58
"3068","HM20","S",58
"3069","HM20","S",58
"3070","HM20","S",58
"3071","HM20","S",58
"3072","HM20","S",58
"3073","HM20","S",58
"3074","HM20","S",58
"3075","HM20","S",58
"3076","HM20","S",58
"3077","HM20","S",58
"3078","HM20","S",58
"3079","HM20","S",58
"3080","HM20","S",59
"3081","HM20","S",59
"3082","HM20","S",59
"3083","HM20","S",59
"3084","HM20","S",59
"3085","HM20","S",59
"3086","HM20","S",59
"3087","HM20","S",59
"3088","HM20","S",59
"3089","HM20","S",59
"3090","HM20","S",59
"3091","HM20","S",59
"3092","HM20","S",59
"3093","HM20","S",59
"3094","HM20","S",59
"3095","HM20","S",59
"3096","HM20","S",59
"3097","HM20","S",59
"3098","HM20","S",59
"3099","HM20","S",59
"3100","HM20","S",59
"3101","HM20","S",59
"3102","HM20","S",59
"3103","HM20","S",59
"3104","HM20","S",59
"3105","HM20","S",59
"3106","HM20","S",59
"3107","HM20","S",59
"3108","HM20","S",59
"3109","HM20","S",59
"3110","HM20","S",59
"3111","HM20","S",59
"3112","HM20","S",59
"3113","HM20","S",59
"3131","HM20","S",60
"3132","HM20","S",60
"3134","HM20","S",60
"3135","HM20","S",60
"3136","HM20","S",60
"3137","HM20","S",60
"3138","HM20","S",60
"3139","HM20","S",60
"3140","HM20","S",60
"3141","HM20","S",60
"3142","HM20","S",60
"3143","HM20","S",60
"3144","HM20","S",60
"3145","HM20","S",60
"3146","HM20","S",60
"3147","HM20","S",60
"3148","HM20","S",60
"3149","HM20","S",60
"3150","HM20","S",60
"3151","HM20","S",60
"3152","HM20","S",60
"3153","HM20","S",60
"3154","HM20","S",60
"3155","HM20","S",60
"3156","HM20","S",60
"3157","HM20","S",60
"3158","HM20","S",60
"3159","HM20","S",60
"3160","HM20","S",60
"3161","HM20","S",60
"3162","HM20","S",60
"3163","HM20","S",60
"3164","HM20","S",60
"3165","HM20","S",60
"3166","HM20","S",60
"3167","HM20","S",60
"3168","HM20","S",60
"3169","HM20","S",60
"3170","HM20","S",60
"3171","HM20","S",60
"3172","HM20","S",60
"3173","HM20","S",61
"3174","HM20","S",61
"3175","HM20","S",61
"3176","HM20","S",61
"3177","HM20","S",61
"3178","HM20","S",61
"3179","HM20","S",61
"3180","HM20","S",61
"3181","HM20","S",61
"3182","HM20","S",61
"3183","HM20","S",61
"3184","HM20","S",61
"3185","HM20","S",61
"3186","HM20","S",61
"3187","HM20","S",61
"3188","HM20","S",61
"3189","HM20","S",61
"3190","HM20","S",61
"3191","HM20","S",61
"3192","HM20","S",61
"3193","HM20","S",61
"3194","HM20","S",61
"3195","HM20","S",61
"3196","HM20","S",61
"3197","HM20","S",61
"3198","HM20","S",61
"3199","HM20","S",61
"3200","HM20","S",61
"3201","HM20","S",61
"3202","HM20","S",61
"3203","HM20","S",61
"3204","HM20","S",61
"3205","HM20","S",61
"3206","HM20","S",61
"3207","HM20","S",62
"3208","HM20","S",62
"3209","HM20","S",62
"3210","HM20","S",62
"3211","HM20","S",62
"3212","HM20","S",62
"3213","HM20","S",62
"3214","HM20","S",62
"3215","HM20","S",62
"3216","HM20","S",62
"3217","HM20","S",62
"3218","HM20","S",62
"3219","HM20","S",62
"3220","HM20","S",62
"3221","HM20","S",62
"3222","HM20","S",62
"3223","HM20","S",62
"3224","HM20","S",62
"3225","HM20","S",62
"3226","HM20","S",62
"3227","HM20","S",62
"3228","HM20","S",62
"3229","HM20","S",62
"3230","HM20","S",62
"3231","HM20","S",62
"3232","HM20","S",62
"3233","HM20","S",62
"3234","HM20","S",62
"3235","HM20","S",62
"3236","HM20","S",62
"3237","HM20","S",62
"3238","HM20","S",63
"3239","HM20","S",63
"3240","HM20","S",63
"3241","HM20","S",63
"3242","HM20","S",63
"3243","HM20","S",63
"3244","HM20","S",63
"3245","HM20","S",63
"3246","HM20","S",63
"3247","HM20","S",63
"3248","HM20","S",63
"3249","HM20","S",63
"3250","HM20","S",63
"3251","HM20","S",63
"3252","HM20","S",63
